model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,space,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time
logreg,k-means,0.942,0.937,0.937,0.938,0.073,0.078,0.078,0.076,4.297,0.009,0.772,0.712,0.829,0.813,0.821,0.0,original,0.01,5,0,0,0,0.6055929660797119
mlp,k-means,0.792,0.789,0.793,0.795,0.07,0.067,0.065,0.067,5.69,0.038,0.736,0.657,0.784,0.756,0.82,4.4e-05,original,0.01,5,0,0,0,0.6055929660797119
naive_bayes,k-means,0.817,0.809,0.81,0.814,0.168,0.171,0.172,0.167,3.902,0.001,0.679,0.628,0.775,0.749,0.693,1e-06,original,0.01,5,0,0,0,0.6055929660797119
knn,k-means,0.792,0.788,0.789,0.79,0.149,0.151,0.152,0.152,5.368,0.001,0.76,0.65,0.767,0.732,0.833,0.000111,original,0.01,5,0,0,0,0.6055929660797119
xgb,k-means,0.967,0.966,0.966,0.967,0.067,0.069,0.069,0.067,3.338,0.279,0.714,0.638,0.771,0.74,0.734,5.5e-05,latent,0.01,5,0,0,0,0.6055929660797119
rf,k-means,0.967,0.966,0.966,0.967,0.067,0.069,0.069,0.067,17.155,0.616,0.779,0.716,0.831,0.814,0.846,2.2e-05,latent,0.01,5,0,0,0,0.6055929660797119
svc,k-means,0.942,0.937,0.937,0.938,0.073,0.078,0.078,0.076,2.489,0.002,0.793,0.74,0.85,0.838,0.865,5e-06,latent,0.01,5,0,0,0,0.6055929660797119
logreg,k-means,0.942,0.937,0.937,0.938,0.073,0.078,0.078,0.076,3.455,0.158,0.737,0.681,0.81,0.791,0.844,1e-06,latent,0.01,5,0,0,0,0.6055929660797119
mlp,k-means,0.717,0.705,0.705,0.71,0.113,0.119,0.12,0.123,6.693,0.147,0.711,0.618,0.747,0.71,0.791,8.6e-05,latent,0.01,5,0,0,0,0.6055929660797119
naive_bayes,k-means,0.883,0.879,0.88,0.881,0.11,0.111,0.109,0.109,3.843,0.001,0.733,0.614,0.732,0.69,0.768,2e-06,latent,0.01,5,0,0,0,0.6055929660797119
knn,k-means,0.65,0.628,0.625,0.638,0.195,0.199,0.203,0.199,4.424,0.001,0.74,0.727,0.853,0.849,0.83,3.7e-05,latent,0.01,5,0,0,0,0.6055929660797119
xgb,k-center,0.692,0.674,0.675,0.681,0.143,0.137,0.132,0.134,3.352,5.248,0.616,0.414,0.475,0.427,0.756,6.1e-05,original,0.01,5,0,0,0,0.0015516281127929688
rf,k-center,0.708,0.708,0.713,0.714,0.201,0.204,0.201,0.202,7.13,0.288,0.771,0.636,0.747,0.706,0.861,2e-05,original,0.01,5,0,0,0,0.0015516281127929688
svc,k-center,0.575,0.561,0.561,0.567,0.145,0.151,0.151,0.148,4.782,0.002,0.661,0.556,0.683,0.633,0.291,7e-06,original,0.01,5,0,0,0,0.0015516281127929688
logreg,k-center,0.475,0.459,0.46,0.471,0.101,0.101,0.105,0.107,5.522,0.007,0.729,0.745,0.871,0.875,0.858,0.0,original,0.01,5,0,0,0,0.0015516281127929688
mlp,k-center,0.383,0.378,0.383,0.386,0.081,0.08,0.082,0.086,4.977,0.026,0.659,0.524,0.636,0.579,0.735,6.5e-05,original,0.01,5,0,0,0,0.0015516281127929688
naive_bayes,k-center,0.442,0.434,0.445,0.452,0.207,0.211,0.205,0.201,4.705,0.001,0.551,0.344,0.383,0.349,0.613,1e-06,original,0.01,5,0,0,0,0.0015516281127929688
knn,k-center,0.667,0.638,0.637,0.657,0.186,0.203,0.207,0.194,2.959,0.001,0.583,0.566,0.752,0.732,0.644,3.1e-05,original,0.01,5,0,0,0,0.0015516281127929688
xgb,k-center,0.667,0.647,0.647,0.652,0.149,0.141,0.136,0.139,3.868,0.48,0.711,0.58,0.695,0.646,0.814,2.1e-05,latent,0.01,5,0,0,0,0.0015516281127929688
rf,k-center,0.775,0.763,0.763,0.767,0.138,0.144,0.144,0.143,9.821,0.346,0.806,0.761,0.865,0.856,0.858,3e-05,latent,0.01,5,0,0,0,0.0015516281127929688
svc,k-center,0.5,0.337,0.303,0.443,0.0,0.074,0.091,0.029,2.479,0.002,0.557,0.566,0.809,0.851,0.206,8e-06,latent,0.01,5,0,0,0,0.0015516281127929688
logreg,k-center,0.392,0.377,0.378,0.386,0.164,0.157,0.151,0.154,6.393,0.011,0.707,0.589,0.71,0.663,0.783,1e-06,latent,0.01,5,0,0,0,0.0015516281127929688
mlp,k-center,0.3,0.288,0.29,0.3,0.143,0.148,0.15,0.146,11.418,0.152,0.674,0.589,0.725,0.684,0.743,8.9e-05,latent,0.01,5,0,0,0,0.0015516281127929688
naive_bayes,k-center,0.45,0.424,0.428,0.448,0.161,0.156,0.149,0.152,5.138,0.001,0.707,0.547,0.649,0.595,0.823,2e-06,latent,0.01,5,0,0,0,0.0015516281127929688
knn,k-center,0.575,0.552,0.55,0.562,0.085,0.081,0.078,0.076,2.994,0.001,0.578,0.578,0.779,0.779,0.641,0.000183,latent,0.01,5,0,0,0,0.0015516281127929688
xgb,ag,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.098,6.196,0.813,0.802,0.895,0.893,0.875,1.8e-05,original,0.01,5,0,0,0,0.0014734268188476562
rf,ag,0.942,0.94,0.942,0.943,0.073,0.073,0.072,0.07,6.386,0.218,0.74,0.661,0.787,0.76,0.812,1.5e-05,original,0.01,5,0,0,0,0.0014734268188476562
svc,ag,0.9,0.903,0.906,0.91,0.082,0.079,0.077,0.074,3.255,0.002,0.807,0.763,0.866,0.857,0.883,4e-06,original,0.01,5,0,0,0,0.0014734268188476562
logreg,ag,0.967,0.969,0.97,0.971,0.067,0.062,0.06,0.057,1.675,0.007,0.806,0.762,0.866,0.856,0.874,0.0,original,0.01,5,0,0,0,0.0014734268188476562
mlp,ag,0.725,0.693,0.705,0.738,0.153,0.196,0.18,0.136,2.307,1.12,0.74,0.666,0.793,0.767,0.816,4.2e-05,original,0.01,5,0,0,0,0.0014734268188476562
naive_bayes,ag,0.792,0.789,0.793,0.795,0.197,0.196,0.192,0.193,6.7,0.001,0.726,0.657,0.788,0.762,0.748,1e-06,original,0.01,5,0,0,0,0.0014734268188476562
knn,ag,0.858,0.85,0.853,0.857,0.168,0.171,0.163,0.156,7.186,0.001,0.707,0.69,0.83,0.823,0.79,1e-05,original,0.01,5,0,0,0,0.0014734268188476562
xgb,ag,0.975,0.971,0.971,0.971,0.05,0.057,0.057,0.057,1.763,14.855,0.818,0.802,0.894,0.891,0.87,2.3e-05,latent,0.01,5,0,0,0,0.0014734268188476562
rf,ag,0.942,0.94,0.942,0.943,0.073,0.073,0.072,0.07,8.137,0.199,0.816,0.806,0.897,0.895,0.869,1.5e-05,latent,0.01,5,0,0,0,0.0014734268188476562
svc,ag,0.908,0.901,0.906,0.914,0.13,0.137,0.13,0.114,2.753,0.001,0.791,0.747,0.856,0.846,0.866,7e-06,latent,0.01,5,0,0,0,0.0014734268188476562
logreg,ag,0.933,0.93,0.934,0.943,0.133,0.14,0.131,0.114,3.2,0.012,0.769,0.731,0.848,0.838,0.868,1e-06,latent,0.01,5,0,0,0,0.0014734268188476562
mlp,ag,0.783,0.78,0.785,0.79,0.161,0.163,0.157,0.152,3.99,3.354,0.732,0.658,0.787,0.76,0.818,5.9e-05,latent,0.01,5,0,0,0,0.0014734268188476562
naive_bayes,ag,0.875,0.844,0.855,0.886,0.194,0.247,0.226,0.167,3.876,0.001,0.767,0.62,0.727,0.683,0.796,2e-06,latent,0.01,5,0,0,0,0.0014734268188476562
knn,ag,0.908,0.909,0.912,0.914,0.076,0.074,0.072,0.07,9.253,0.001,0.758,0.731,0.851,0.843,0.829,3.6e-05,latent,0.01,5,0,0,0,0.0014734268188476562
xgb,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.051,8.086,0.308,0.216,0.262,0.221,0.202,7e-05,original,0.01,5,0,0,0,0.0015757083892822266
rf,lc,0.967,0.969,0.97,0.971,0.067,0.062,0.06,0.057,12.686,0.509,0.306,0.22,0.273,0.228,0.214,3.9e-05,original,0.01,5,0,0,0,0.0015757083892822266
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.089,0.001,0.3,0.22,0.276,0.229,0.196,2e-06,original,0.01,5,0,0,0,0.0015757083892822266
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,9.834,0.245,0.29,0.217,0.275,0.226,0.195,0.0,original,0.01,5,0,0,0,0.0015757083892822266
mlp,lc,0.967,0.969,0.97,0.971,0.067,0.062,0.06,0.057,8.934,3.38,0.321,0.245,0.313,0.258,0.247,7.8e-05,original,0.01,5,0,0,0,0.0015757083892822266
naive_bayes,lc,0.675,0.666,0.667,0.671,0.15,0.154,0.156,0.154,8.02,0.001,0.416,0.424,0.652,0.613,0.412,1e-06,original,0.01,5,0,0,0,0.0015757083892822266
knn,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.752,0.001,0.322,0.235,0.293,0.244,0.262,3.1e-05,original,0.01,5,0,0,0,0.0015757083892822266
xgb,lc,0.933,0.935,0.936,0.938,0.082,0.08,0.079,0.076,5.087,10.235,0.445,0.394,0.531,0.459,0.386,7.4e-05,latent,0.01,5,0,0,0,0.0015757083892822266
rf,lc,0.967,0.969,0.97,0.971,0.067,0.062,0.06,0.057,16.02,1.127,0.227,0.18,0.237,0.188,0.148,2e-05,latent,0.01,5,0,0,0,0.0015757083892822266
svc,lc,0.967,0.969,0.97,0.971,0.067,0.062,0.06,0.057,3.128,0.003,0.345,0.325,0.462,0.384,0.269,9e-06,latent,0.01,5,0,0,0,0.0015757083892822266
logreg,lc,0.967,0.969,0.97,0.971,0.067,0.062,0.06,0.057,4.77,0.25,0.318,0.251,0.326,0.267,0.247,1e-06,latent,0.01,5,0,0,0,0.0015757083892822266
mlp,lc,0.942,0.942,0.943,0.943,0.117,0.117,0.114,0.114,4.332,0.13,0.343,0.316,0.443,0.366,0.269,6.4e-05,latent,0.01,5,0,0,0,0.0015757083892822266
naive_bayes,lc,0.908,0.906,0.907,0.91,0.076,0.077,0.076,0.074,2.836,0.002,0.313,0.344,0.562,0.496,0.276,3e-06,latent,0.01,5,0,0,0,0.0015757083892822266
knn,lc,0.967,0.969,0.97,0.971,0.067,0.062,0.06,0.057,7.086,0.001,0.313,0.266,0.359,0.29,0.248,1e-05,latent,0.01,5,0,0,0,0.0015757083892822266
xgb,craig,0.7,0.583,0.567,0.667,0.245,0.342,0.359,0.279,3.968,0.252,0.711,0.641,0.775,0.746,0.807,1.7e-05,original,0.01,5,0,0,0,0.0015845298767089844
rf,craig,0.65,0.593,0.62,0.65,0.122,0.124,0.088,0.082,8.401,0.287,0.727,0.703,0.836,0.827,0.844,2e-05,original,0.01,5,0,0,0,0.0015845298767089844
svc,craig,0.6,0.45,0.433,0.533,0.122,0.18,0.2,0.125,4.394,0.001,0.5,0.134,0.042,0.155,0.501,3e-06,original,0.01,5,0,0,0,0.0015845298767089844
logreg,craig,0.65,0.597,0.613,0.65,0.255,0.274,0.254,0.226,4.229,0.132,0.586,0.426,0.51,0.452,0.614,0.0,original,0.01,5,0,0,0,0.0015845298767089844
mlp,craig,0.55,0.513,0.547,0.583,0.292,0.302,0.275,0.258,6.822,0.057,0.584,0.409,0.481,0.427,0.625,4.7e-05,original,0.01,5,0,0,0,0.0015845298767089844
naive_bayes,craig,0.35,0.347,0.38,0.383,0.255,0.25,0.24,0.245,2.955,0.001,0.502,0.399,0.504,0.437,0.531,1e-06,original,0.01,5,0,0,0,0.0015845298767089844
knn,craig,0.7,0.653,0.653,0.667,0.245,0.258,0.258,0.242,4.571,0.001,0.526,0.416,0.521,0.456,0.525,0.000141,original,0.01,5,0,0,0,0.0015845298767089844
xgb,craig,0.75,0.697,0.68,0.717,0.224,0.291,0.317,0.267,2.069,0.254,0.721,0.637,0.767,0.734,0.804,1.7e-05,latent,0.01,5,0,0,0,0.0015845298767089844
rf,craig,0.65,0.557,0.567,0.633,0.122,0.197,0.213,0.155,7.036,0.262,0.761,0.699,0.821,0.802,0.825,1.8e-05,latent,0.01,5,0,0,0,0.0015845298767089844
svc,craig,0.6,0.433,0.4,0.533,0.2,0.286,0.309,0.245,5.002,0.002,0.5,0.135,0.043,0.156,0.496,5e-06,latent,0.01,5,0,0,0,0.0015845298767089844
logreg,craig,0.35,0.263,0.307,0.4,0.2,0.14,0.172,0.226,5.23,0.16,0.494,0.409,0.528,0.459,0.499,1e-06,latent,0.01,5,0,0,0,0.0015845298767089844
mlp,craig,0.4,0.343,0.387,0.45,0.255,0.237,0.244,0.267,4.167,0.052,0.496,0.379,0.471,0.408,0.495,5.6e-05,latent,0.01,5,0,0,0,0.0015845298767089844
naive_bayes,craig,0.5,0.447,0.48,0.517,0.224,0.21,0.181,0.17,3.375,0.001,0.588,0.513,0.655,0.6,0.601,2e-06,latent,0.01,5,0,0,0,0.0015845298767089844
knn,craig,0.5,0.363,0.347,0.45,0.158,0.188,0.207,0.163,4.609,0.001,0.535,0.449,0.576,0.511,0.533,0.000125,latent,0.01,5,0,0,0,0.0015845298767089844
xgb,random,0.808,0.789,0.788,0.795,0.05,0.067,0.071,0.067,7.331,0.749,0.651,0.613,0.77,0.747,0.745,1.8e-05,original,0.01,6,,,,
rf,random,0.683,0.674,0.678,0.681,0.141,0.137,0.133,0.134,8.365,0.44,0.703,0.621,0.754,0.719,0.775,3.2e-05,original,0.01,6,,,,
svc,random,0.675,0.638,0.631,0.648,0.067,0.072,0.076,0.065,3.131,0.002,0.688,0.623,0.763,0.732,0.74,5e-06,original,0.01,6,,,,
logreg,random,0.667,0.65,0.65,0.657,0.212,0.218,0.218,0.214,5.218,0.103,0.725,0.671,0.804,0.784,0.823,0.0,original,0.01,6,,,,
mlp,random,0.633,0.619,0.62,0.624,0.145,0.14,0.135,0.138,3.894,0.052,0.732,0.664,0.793,0.768,0.799,0.0001,original,0.01,6,,,,
naive_bayes,random,0.517,0.491,0.49,0.51,0.178,0.202,0.209,0.185,1.574,0.001,0.522,0.37,0.441,0.387,0.519,1e-06,original,0.01,6,,,,
knn,random,0.75,0.732,0.732,0.738,0.046,0.048,0.048,0.048,5.188,0.001,0.695,0.606,0.738,0.698,0.748,5e-06,original,0.01,6,,,,
xgb,k-means,0.975,0.971,0.971,0.971,0.05,0.057,0.057,0.057,5.234,0.236,0.828,0.816,0.902,0.9,0.872,1.7e-05,original,0.01,6,0,0,0,0.0018169879913330078
rf,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.047,0.684,0.753,0.649,0.768,0.734,0.833,4.9e-05,original,0.01,6,0,0,0,0.0018169879913330078
svc,k-means,0.975,0.971,0.971,0.971,0.05,0.057,0.057,0.057,4.85,0.002,0.764,0.707,0.828,0.811,0.847,2.7e-05,original,0.01,6,0,0,0,0.0018169879913330078
logreg,k-means,0.975,0.971,0.971,0.971,0.05,0.057,0.057,0.057,3.831,0.007,0.75,0.705,0.83,0.816,0.839,0.0,original,0.01,6,0,0,0,0.0018169879913330078
mlp,k-means,0.883,0.877,0.879,0.881,0.061,0.062,0.062,0.06,3.788,0.062,0.711,0.662,0.799,0.779,0.805,0.0001,original,0.01,6,0,0,0,0.0018169879913330078
naive_bayes,k-means,0.775,0.757,0.76,0.767,0.125,0.125,0.118,0.111,5.163,0.001,0.707,0.589,0.71,0.663,0.707,1e-06,original,0.01,6,0,0,0,0.0018169879913330078
knn,k-means,0.883,0.881,0.883,0.886,0.061,0.06,0.058,0.057,7.348,0.001,0.769,0.691,0.81,0.787,0.819,1e-05,original,0.01,6,0,0,0,0.0018169879913330078
xgb,k-means,0.975,0.971,0.971,0.971,0.05,0.057,0.057,0.057,4.21,1.687,0.821,0.785,0.881,0.874,0.872,1.6e-05,latent,0.01,6,0,0,0,0.0018169879913330078
rf,k-means,0.975,0.971,0.971,0.971,0.05,0.057,0.057,0.057,8.001,1.167,0.824,0.795,0.887,0.882,0.877,3.1e-05,latent,0.01,6,0,0,0,0.0018169879913330078
svc,k-means,0.933,0.935,0.936,0.938,0.082,0.08,0.079,0.076,4.218,0.002,0.79,0.696,0.808,0.783,0.858,7e-06,latent,0.01,6,0,0,0,0.0018169879913330078
logreg,k-means,0.967,0.966,0.966,0.967,0.067,0.069,0.069,0.067,3.634,0.107,0.789,0.727,0.839,0.824,0.869,1e-06,latent,0.01,6,0,0,0,0.0018169879913330078
mlp,k-means,0.8,0.785,0.788,0.795,0.152,0.157,0.151,0.144,4.706,0.172,0.761,0.686,0.807,0.784,0.834,5.3e-05,latent,0.01,6,0,0,0,0.0018169879913330078
naive_bayes,k-means,0.942,0.94,0.942,0.943,0.073,0.073,0.072,0.07,4.609,0.001,0.767,0.602,0.703,0.656,0.779,2e-06,latent,0.01,6,0,0,0,0.0018169879913330078
knn,k-means,0.833,0.81,0.808,0.819,0.115,0.13,0.131,0.118,4.439,0.001,0.755,0.672,0.794,0.767,0.824,8e-06,latent,0.01,6,0,0,0,0.0018169879913330078
xgb,k-center,0.817,0.818,0.822,0.824,0.107,0.108,0.106,0.106,4.758,0.213,0.789,0.788,0.889,0.889,0.823,1.2e-05,original,0.01,6,0,0,0,0.001344442367553711
rf,k-center,0.642,0.606,0.611,0.648,0.033,0.046,0.061,0.065,8.989,0.368,0.8,0.774,0.876,0.871,0.881,2.9e-05,original,0.01,6,0,0,0,0.001344442367553711
svc,k-center,0.525,0.504,0.507,0.524,0.133,0.157,0.157,0.131,2.479,0.003,0.618,0.434,0.509,0.455,0.295,6e-06,original,0.01,6,0,0,0,0.001344442367553711
logreg,k-center,0.567,0.543,0.543,0.557,0.101,0.097,0.097,0.095,3.504,0.109,0.582,0.496,0.63,0.571,0.618,0.0,original,0.01,6,0,0,0,0.001344442367553711
mlp,k-center,0.442,0.431,0.433,0.438,0.082,0.077,0.077,0.076,3.067,0.032,0.657,0.593,0.739,0.702,0.714,0.000123,original,0.01,6,0,0,0,0.001344442367553711
naive_bayes,k-center,0.533,0.512,0.53,0.557,0.107,0.13,0.12,0.095,2.212,0.001,0.509,0.339,0.392,0.348,0.534,1e-06,original,0.01,6,0,0,0,0.001344442367553711
knn,k-center,0.625,0.611,0.611,0.614,0.129,0.127,0.127,0.125,6.574,0.001,0.589,0.607,0.816,0.84,0.742,4.8e-05,original,0.01,6,0,0,0,0.001344442367553711
xgb,k-center,0.75,0.737,0.744,0.762,0.087,0.097,0.094,0.08,6.073,9.327,0.824,0.763,0.863,0.851,0.844,3.3e-05,latent,0.01,6,0,0,0,0.001344442367553711
rf,k-center,0.775,0.745,0.749,0.786,0.138,0.206,0.208,0.143,8.073,0.385,0.833,0.792,0.884,0.877,0.875,3e-05,latent,0.01,6,0,0,0,0.001344442367553711
svc,k-center,0.5,0.307,0.272,0.443,0.0,0.013,0.03,0.029,6.266,0.002,0.546,0.385,0.456,0.402,0.5,1e-05,latent,0.01,6,0,0,0,0.001344442367553711
logreg,k-center,0.508,0.494,0.495,0.5,0.155,0.142,0.139,0.143,3.448,0.01,0.572,0.45,0.556,0.493,0.643,1e-06,latent,0.01,6,0,0,0,0.001344442367553711
mlp,k-center,0.333,0.306,0.298,0.314,0.216,0.21,0.211,0.21,4.93,0.083,0.609,0.47,0.573,0.512,0.689,5.6e-05,latent,0.01,6,0,0,0,0.001344442367553711
naive_bayes,k-center,0.408,0.393,0.395,0.405,0.135,0.139,0.139,0.131,6.974,0.001,0.74,0.633,0.754,0.716,0.806,3e-06,latent,0.01,6,0,0,0,0.001344442367553711
knn,k-center,0.483,0.451,0.445,0.462,0.266,0.264,0.266,0.256,4.676,0.001,0.674,0.601,0.741,0.705,0.712,2.2e-05,latent,0.01,6,0,0,0,0.001344442367553711
xgb,ag,0.975,0.971,0.971,0.971,0.05,0.057,0.057,0.057,9.154,5.017,0.792,0.803,0.899,0.901,0.863,1.7e-05,original,0.01,6,0,0,0,0.0014026165008544922
rf,ag,0.883,0.883,0.884,0.886,0.163,0.167,0.167,0.167,7.784,0.133,0.78,0.729,0.844,0.83,0.854,1.3e-05,original,0.01,6,0,0,0,0.0014026165008544922
svc,ag,0.8,0.798,0.8,0.8,0.251,0.253,0.249,0.249,3.105,0.002,0.781,0.738,0.851,0.84,0.869,4e-06,original,0.01,6,0,0,0,0.0014026165008544922
logreg,ag,0.892,0.883,0.883,0.886,0.133,0.143,0.143,0.14,3.82,0.009,0.786,0.743,0.854,0.843,0.862,0.0,original,0.01,6,0,0,0,0.0014026165008544922
mlp,ag,0.775,0.769,0.771,0.771,0.235,0.236,0.232,0.232,4.923,0.076,0.744,0.7,0.827,0.813,0.829,8.7e-05,original,0.01,6,0,0,0,0.0014026165008544922
naive_bayes,ag,0.642,0.619,0.617,0.629,0.193,0.199,0.198,0.194,4.044,0.001,0.702,0.566,0.678,0.627,0.731,1e-06,original,0.01,6,0,0,0,0.0014026165008544922
knn,ag,0.825,0.82,0.823,0.824,0.215,0.214,0.209,0.21,4.381,0.001,0.664,0.644,0.801,0.79,0.765,5e-06,original,0.01,6,0,0,0,0.0014026165008544922
xgb,ag,0.783,0.774,0.785,0.8,0.296,0.308,0.294,0.28,2.371,0.076,0.794,0.801,0.897,0.898,0.849,1.5e-05,latent,0.01,6,0,0,0,0.0014026165008544922
rf,ag,0.942,0.94,0.942,0.943,0.073,0.073,0.072,0.07,7.531,0.257,0.811,0.798,0.892,0.89,0.889,1.9e-05,latent,0.01,6,0,0,0,0.0014026165008544922
svc,ag,0.942,0.94,0.942,0.943,0.073,0.073,0.072,0.07,7.077,0.002,0.799,0.765,0.869,0.862,0.882,7e-06,latent,0.01,6,0,0,0,0.0014026165008544922
logreg,ag,0.967,0.969,0.97,0.971,0.067,0.062,0.06,0.057,6.18,0.011,0.793,0.761,0.867,0.861,0.881,1e-06,latent,0.01,6,0,0,0,0.0014026165008544922
mlp,ag,0.858,0.843,0.846,0.857,0.133,0.145,0.14,0.128,3.892,2.899,0.799,0.713,0.823,0.801,0.863,4.4e-05,latent,0.01,6,0,0,0,0.0014026165008544922
naive_bayes,ag,0.85,0.847,0.852,0.857,0.168,0.17,0.163,0.156,2.931,0.002,0.803,0.672,0.778,0.744,0.831,1e-06,latent,0.01,6,0,0,0,0.0014026165008544922
knn,ag,0.875,0.867,0.871,0.881,0.124,0.13,0.123,0.109,5.563,0.001,0.72,0.663,0.797,0.775,0.794,6.6e-05,latent,0.01,6,0,0,0,0.0014026165008544922
xgb,lc,0.933,0.935,0.936,0.938,0.082,0.08,0.079,0.076,4.05,0.205,0.172,0.113,0.133,0.114,0.128,1.8e-05,original,0.01,6,0,0,0,0.00323486328125
rf,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,11.742,0.461,0.298,0.203,0.244,0.208,0.192,2.7e-05,original,0.01,6,0,0,0,0.00323486328125
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.645,0.002,0.269,0.215,0.283,0.227,0.194,2e-06,original,0.01,6,0,0,0,0.00323486328125
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.179,0.151,0.271,0.223,0.297,0.238,0.199,0.0,original,0.01,6,0,0,0,0.00323486328125
mlp,lc,0.975,0.971,0.971,0.971,0.05,0.057,0.057,0.057,7.904,0.05,0.297,0.247,0.331,0.267,0.245,4.3e-05,original,0.01,6,0,0,0,0.00323486328125
naive_bayes,lc,0.625,0.593,0.592,0.61,0.184,0.178,0.177,0.174,3.353,0.001,0.495,0.471,0.65,0.599,0.498,1e-06,original,0.01,6,0,0,0,0.00323486328125
knn,lc,0.975,0.971,0.971,0.971,0.05,0.057,0.057,0.057,5.512,0.001,0.303,0.213,0.261,0.219,0.221,0.000118,original,0.01,6,0,0,0,0.00323486328125
xgb,lc,0.942,0.937,0.937,0.938,0.073,0.078,0.078,0.076,3.959,6.518,0.321,0.262,0.346,0.282,0.217,2.2e-05,latent,0.01,6,0,0,0,0.00323486328125
rf,lc,0.933,0.935,0.936,0.938,0.082,0.08,0.079,0.076,9.646,0.665,0.225,0.166,0.211,0.171,0.145,3.2e-05,latent,0.01,6,0,0,0,0.00323486328125
svc,lc,0.975,0.971,0.971,0.971,0.05,0.057,0.057,0.057,5.45,0.002,0.298,0.229,0.293,0.24,0.225,8e-06,latent,0.01,6,0,0,0,0.00323486328125
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.571,0.421,0.303,0.217,0.268,0.224,0.217,2e-06,latent,0.01,6,0,0,0,0.00323486328125
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.446,0.027,0.302,0.218,0.271,0.225,0.227,7.2e-05,latent,0.01,6,0,0,0,0.00323486328125
naive_bayes,lc,0.858,0.841,0.839,0.852,0.138,0.171,0.177,0.157,9.543,0.001,0.297,0.317,0.49,0.409,0.221,2e-06,latent,0.01,6,0,0,0,0.00323486328125
knn,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.673,0.001,0.293,0.234,0.308,0.249,0.221,7e-06,latent,0.01,6,0,0,0,0.00323486328125
xgb,craig,0.733,0.647,0.673,0.733,0.226,0.293,0.275,0.226,4.177,17.457,0.537,0.309,0.33,0.311,0.792,6.2e-05,original,0.01,6,0,0,0,0.0019769668579101562
rf,craig,0.567,0.493,0.58,0.667,0.226,0.255,0.223,0.183,11.538,0.171,0.515,0.245,0.227,0.246,0.76,1.1e-05,original,0.01,6,0,0,0,0.0019769668579101562
